user_id,profile,study_hours,focus_score,completed_videos,breaks,active_days,streak_length,consistency_index,learning_efficiency,productivity_score,focus_trend,burnout_risk,completion_status,efficiency_ratio,break_overload,engagement_score,positive_momentum
STU_0204,consistent,3.39,59.3,31,0.7,22,12,82.0,20.14,56.6,8.58,0,1,16.991404011461317,0,59.65714285714286,1
STU_0205,consistent,2.42,83.9,32,2.6,19,10,80.1,20.34,62.7,5.32,0,1,33.2936507936508,0,55.31428571428572,1
STU_0206,struggling,1.88,65.0,8,6.4,8,4,44.4,12.25,40.4,-5.08,1,0,32.82828282828283,1,18.685714285714287,0
STU_0207,consistent,3.0,78.6,45,1.7,22,13,60.0,23.58,57.5,8.71,0,1,25.354838709677416,0,71.92857142857143,1
STU_0208,overachiever,5.74,91.0,47,1.7,24,26,89.1,52.19,64.4,-1.26,0,1,15.582191780821919,0,89.45714285714286,0
STU_0209,consistent,4.97,83.2,38,2.9,18,15,71.5,41.39,70.4,3.62,0,1,16.410256410256412,0,64.47142857142856,1
STU_0210,overachiever,6.02,98.0,50,1.7,26,20,92.4,58.99,84.4,3.71,1,1,16.01307189542484,0,87.42857142857143,1
STU_0211,consistent,4.52,60.0,46,1.2,22,19,76.9,27.11,73.0,6.82,0,1,12.987012987012989,0,79.15714285714286,1
STU_0212,overachiever,7.37,95.0,49,1.2,29,22,97.4,69.95,90.3,0.33,1,1,12.717536813922356,0,91.77142857142857,1
STU_0213,consistent,4.85,84.4,43,2.1,21,13,60.9,40.89,62.6,2.86,0,1,17.050505050505055,0,69.32857142857142,1
STU_0214,consistent,2.79,71.4,45,2.5,22,12,84.0,19.9,53.2,7.1,0,1,24.705882352941178,0,70.85714285714286,1
STU_0215,consistent,4.19,88.9,34,1.8,18,13,71.1,37.28,70.6,3.05,0,1,20.722610722610725,0,59.12857142857143,1
STU_0216,struggling,2.35,43.1,12,5.2,11,0,13.7,10.13,22.6,-8.57,1,0,17.591836734693878,1,20.6,0
STU_0217,struggling,1.02,38.2,9,6.4,7,1,56.8,3.9,29.9,-2.38,1,0,34.107142857142854,1,15.27142857142857,0
STU_0218,struggling,2.28,57.4,12,3.0,11,0,30.0,13.1,33.3,-2.97,1,0,24.11764705882353,0,20.6,0
STU_0219,consistent,2.94,75.8,49,1.5,27,7,74.9,22.26,48.7,2.51,0,1,24.934210526315788,0,73.7,1
STU_0220,struggling,0.85,28.0,16,5.1,10,1,26.3,2.39,18.5,1.02,1,0,29.47368421052632,1,23.871428571428574,1
STU_0221,struggling,2.33,52.2,2,6.4,3,1,42.9,12.17,40.2,0.99,1,0,21.48148148148148,1,5.671428571428572,1
STU_0222,struggling,1.34,39.5,2,5.8,9,3,41.9,5.29,27.9,-2.31,1,0,27.430555555555554,1,13.814285714285713,0
STU_0223,overachiever,5.81,87.0,47,1.3,27,30,84.0,50.54,72.4,7.25,0,1,14.720812182741119,0,96.74285714285713,1
STU_0224,struggling,2.07,28.3,17,5.9,6,4,26.6,5.85,23.4,0.84,1,0,13.04147465437788,1,23.885714285714286,1
STU_0225,consistent,4.4,79.7,40,2.6,18,15,83.9,35.07,70.7,2.71,0,1,17.711111111111112,0,66.07142857142857,1
STU_0226,consistent,4.12,82.7,29,2.2,21,16,86.5,34.08,70.1,11.42,0,1,19.597156398104268,0,61.34285714285714,1
STU_0227,consistent,3.52,92.2,50,1.4,24,10,75.6,32.41,65.8,5.08,0,1,25.46961325966851,0,74.71428571428572,1
STU_0228,consistent,4.63,74.8,41,1.7,18,9,94.0,34.68,64.8,6.63,0,1,15.813953488372094,0,60.44285714285714,1
STU_0229,overachiever,6.96,94.8,46,0.9,26,30,86.6,65.93,89.3,5.15,0,1,13.427762039660058,0,94.94285714285715,1
STU_0230,overachiever,6.94,86.2,46,1.4,24,23,92.4,59.83,76.5,-2.2,1,1,12.244318181818182,0,85.44285714285715,0
STU_0231,overachiever,7.24,91.4,48,1.5,25,25,100.0,66.13,80.9,-1.11,0,1,12.452316076294279,0,90.18571428571428,0
STU_0232,consistent,4.78,84.2,32,2.0,18,11,74.3,40.25,66.1,12.28,0,1,17.25409836065574,0,55.385714285714286,1
STU_0233,consistent,3.88,69.1,35,1.4,23,5,80.9,26.82,66.4,9.03,0,0,17.361809045226128,0,56.35714285714286,1
STU_0234,struggling,0.89,46.4,2,5.0,13,0,38.9,4.14,30.4,-6.78,1,0,46.868686868686865,1,14.6,0
STU_0235,consistent,4.35,66.9,37,1.0,22,5,78.9,29.1,61.2,4.86,0,1,15.033707865168543,0,56.957142857142856,1
STU_0236,struggling,2.52,52.0,17,7.6,11,1,39.5,13.12,44.9,-0.71,1,0,19.84732824427481,1,25.67142857142857,0
STU_0237,struggling,1.73,36.4,14,6.5,7,1,32.8,6.32,32.8,-2.51,1,0,19.89071038251366,1,19.271428571428572,0
STU_0238,consistent,3.51,77.1,47,1.6,23,9,65.0,27.1,52.0,3.13,0,1,21.357340720221607,0,70.24285714285713,1
STU_0239,consistent,5.41,72.2,47,2.8,28,13,78.3,39.04,73.7,9.19,0,1,13.10344827586207,0,79.52857142857142,1
STU_0240,overachiever,6.57,97.9,48,0.8,29,22,99.0,64.27,82.8,3.07,1,1,14.677661169415293,0,90.97142857142856,1
STU_0241,overachiever,7.86,95.5,47,1.7,28,30,86.8,75.06,85.9,0.11,0,1,11.99748743718593,0,97.74285714285713,1
STU_0242,consistent,3.7,60.9,40,2.7,26,14,72.7,22.57,58.9,3.03,0,1,16.02631578947368,0,73.0,1
STU_0243,struggling,1.57,39.4,3,6.7,7,0,25.2,6.18,30.6,-8.58,1,0,23.592814371257482,1,9.4,0
STU_0244,struggling,1.89,47.5,9,5.9,7,0,38.1,8.96,24.4,-2.95,1,0,23.86934673366834,1,14.2,0
STU_0245,consistent,3.01,86.6,44,1.8,23,9,76.2,26.1,62.6,8.48,0,1,27.845659163987136,0,67.84285714285716,1
STU_0246,overachiever,5.69,86.3,46,1.1,30,28,93.7,49.07,69.4,6.0,0,1,14.905008635578584,0,96.80000000000001,1
STU_0247,consistent,4.31,85.9,50,2.8,25,12,82.0,37.02,68.1,3.95,0,1,19.478458049886626,0,77.85714285714286,1
STU_0248,struggling,0.55,33.4,20,5.2,12,0,32.5,1.84,22.8,-0.64,1,0,51.38461538461538,1,28.0,0
STU_0249,struggling,1.09,41.5,30,4.2,15,4,22.3,4.5,25.4,-0.97,1,0,34.87394957983193,0,43.285714285714285,0
STU_0250,consistent,4.32,64.8,32,2.3,27,15,76.8,28.01,60.9,6.57,0,1,14.660633484162895,0,68.67142857142858,1
STU_0251,struggling,1.79,45.6,15,5.8,8,2,10.0,8.16,21.6,-2.84,1,0,24.126984126984127,1,22.142857142857142,0
STU_0252,struggling,0.5,53.4,8,4.8,11,2,46.2,2.67,36.6,-2.71,1,0,89.0,0,19.542857142857144,0
STU_0253,overachiever,7.0,82.4,49,0.9,29,23,93.3,57.69,81.9,1.45,1,1,11.605633802816902,0,92.84285714285714,1
STU_0254,consistent,3.84,67.5,38,0.8,21,10,76.1,25.9,56.4,4.81,0,1,17.131979695431472,0,62.114285714285714,1
STU_0255,consistent,3.51,85.5,33,1.4,20,17,76.9,30.02,57.9,3.86,0,1,23.68421052631579,0,64.61428571428571,1
STU_0256,consistent,3.97,66.5,43,0.6,22,12,77.1,26.44,71.4,6.05,0,1,16.33906633906634,0,69.25714285714285,1
STU_0257,consistent,3.32,74.8,28,1.7,15,14,70.5,24.84,65.5,8.39,0,1,21.871345029239766,0,52.400000000000006,1
STU_0258,overachiever,6.82,74.5,46,1.6,25,23,91.8,50.78,83.9,0.73,1,1,10.765895953757225,0,86.44285714285715,1
STU_0259,overachiever,5.14,81.5,50,1.1,27,30,90.8,41.88,79.4,-1.7,1,1,15.553435114503818,0,99.14285714285714,0
STU_0260,struggling,2.53,26.0,16,3.4,6,1,27.9,6.58,23.4,-5.64,1,0,9.885931558935361,0,19.871428571428574,0
STU_0261,overachiever,6.55,91.1,45,0.7,30,24,89.3,59.72,76.3,0.41,1,1,13.699248120300751,0,91.71428571428571,1
STU_0262,struggling,1.02,31.9,12,5.8,11,4,38.6,3.26,28.0,-4.43,1,0,28.482142857142854,1,24.885714285714286,0
STU_0263,consistent,3.98,65.9,34,1.5,21,5,82.3,26.2,48.1,3.18,0,1,16.151960784313726,0,53.557142857142864,1
STU_0264,struggling,2.86,23.2,24,4.5,5,5,27.8,6.63,27.4,-3.94,1,0,7.837837837837838,0,29.557142857142857,0
STU_0265,struggling,0.5,60.7,12,5.4,8,1,34.5,3.03,34.8,-8.55,1,0,101.16666666666667,1,18.67142857142857,0
STU_0266,consistent,4.98,70.1,48,1.5,20,15,82.6,34.9,58.9,7.23,0,1,13.799212598425196,0,74.47142857142856,1
STU_0267,consistent,4.08,88.0,35,2.6,21,12,78.4,35.87,68.4,4.65,0,1,21.05263157894737,0,61.857142857142854,1
STU_0268,struggling,0.68,53.8,17,5.8,6,3,23.4,3.65,34.1,-7.26,1,0,68.97435897435896,1,22.814285714285717,0
STU_0269,consistent,2.69,71.1,45,1.6,21,13,85.1,19.11,50.5,5.26,0,0,25.483870967741932,0,70.92857142857143,1
STU_0270,consistent,5.66,71.3,44,2.7,22,14,86.9,40.35,72.0,6.91,0,1,12.378472222222221,0,72.2,1
STU_0271,struggling,2.15,37.2,24,3.3,7,1,25.1,8.0,23.2,-0.33,1,0,16.533333333333335,0,27.271428571428572,0
STU_0272,consistent,4.18,92.1,39,0.5,17,7,86.2,38.54,69.6,5.37,0,1,21.51869158878505,0,55.7,1
STU_0273,overachiever,7.51,82.1,48,1.3,30,26,93.3,61.65,83.0,3.4,0,1,10.788436268068331,0,96.25714285714285,1
STU_0274,consistent,3.1,95.0,49,2.5,21,8,80.6,29.41,66.9,5.77,0,1,29.6875,0,68.77142857142857,1
STU_0275,consistent,3.95,79.5,37,1.9,21,5,81.0,31.38,62.6,0.75,0,1,19.62962962962963,0,55.957142857142856,1
STU_0276,struggling,2.26,34.3,14,7.0,4,1,19.6,7.76,31.9,-8.56,1,0,14.533898305084746,1,16.271428571428572,0
STU_0277,overachiever,6.06,78.9,48,1.4,24,25,88.0,47.77,72.5,2.57,0,1,12.808441558441562,0,89.18571428571428,1
STU_0278,struggling,1.48,33.8,5,4.5,10,4,36.9,5.01,29.3,-4.4,1,0,21.392405063291136,0,18.285714285714285,0
STU_0279,consistent,4.49,76.6,36,2.2,15,16,85.7,34.37,64.0,6.28,0,1,16.688453159041394,0,60.942857142857136,1
STU_0280,consistent,3.63,72.1,33,0.6,25,11,89.3,26.16,57.8,3.87,0,1,19.329758713136727,0,63.18571428571428,1
STU_0281,overachiever,6.43,84.3,42,1.4,28,24,100.0,54.16,82.9,6.39,1,1,12.909647779479327,0,87.31428571428572,1
STU_0282,struggling,0.99,61.8,21,5.8,9,3,37.8,6.1,36.9,-9.9,1,0,56.69724770642201,1,29.014285714285716,0
STU_0283,overachiever,7.02,84.7,50,0.0,24,23,95.4,59.48,80.6,1.72,0,1,11.89606741573034,0,88.64285714285714,1
STU_0284,struggling,2.42,25.9,25,4.3,8,3,35.9,6.25,32.6,-2.67,1,0,10.277777777777777,0,31.214285714285715,0
STU_0285,consistent,4.36,56.3,33,1.8,18,13,77.6,24.55,56.7,4.42,0,1,12.623318385650224,0,58.32857142857143,1
STU_0286,consistent,3.09,78.4,37,1.6,21,12,75.2,24.27,56.2,3.92,0,1,24.576802507836994,0,63.457142857142856,1
STU_0287,struggling,1.44,39.5,2,7.2,11,3,35.5,5.69,23.6,-2.58,1,0,25.649350649350648,1,15.814285714285713,0
STU_0288,consistent,3.5,75.7,47,1.8,23,14,75.3,26.46,56.6,-0.96,0,1,21.02777777777778,0,75.6,0
STU_0289,overachiever,5.0,85.4,43,0.4,28,29,85.8,42.69,72.9,1.48,1,1,16.745098039215687,0,93.47142857142858,1
STU_0290,consistent,3.08,57.5,37,2.1,20,8,79.2,17.68,54.2,1.05,0,1,18.08176100628931,0,58.17142857142857,1
STU_0291,overachiever,6.25,92.3,45,0.5,25,26,95.8,57.67,85.9,-1.31,1,1,14.535433070866143,0,88.85714285714286,0
STU_0292,struggling,2.48,26.3,11,4.7,14,3,42.3,6.53,30.0,-4.84,1,0,10.193798449612403,0,26.014285714285712,0
STU_0293,struggling,0.5,17.4,20,2.2,11,2,30.5,0.87,17.2,-3.33,1,0,29.0,0,29.142857142857142,0
STU_0294,overachiever,7.03,82.9,48,1.0,29,27,89.7,58.31,87.7,4.21,1,1,11.626928471248247,0,96.32857142857142,1
STU_0295,struggling,2.14,30.8,20,3.4,4,0,42.4,6.6,32.9,-0.78,1,0,13.749999999999998,0,20.0,0
STU_0296,consistent,3.32,87.5,44,2.0,15,7,76.7,29.07,73.2,1.16,0,1,25.584795321637426,0,57.7,1
STU_0297,consistent,4.18,75.8,49,3.6,22,12,73.8,31.64,57.8,6.89,0,1,17.71028037383178,0,74.05714285714285,1
STU_0298,struggling,1.81,31.2,16,2.2,11,2,42.2,5.64,33.5,-2.9,1,0,16.33507853403141,0,25.942857142857143,0
STU_0299,consistent,4.52,63.6,47,3.4,18,5,89.3,28.77,64.9,2.72,0,1,13.76623376623377,0,60.957142857142856,1
STU_0300,struggling,2.12,48.7,7,7.0,10,2,49.0,10.3,40.5,-6.59,1,0,21.936936936936938,1,17.742857142857144,0
STU_0301,struggling,2.49,20.9,3,4.1,7,1,31.6,5.22,26.0,-0.79,1,0,8.069498069498067,0,10.471428571428572,0
STU_0302,overachiever,7.52,90.4,43,0.7,26,19,100.0,67.97,91.9,-0.75,0,1,11.863517060367457,0,80.75714285714285,0
STU_0303,struggling,2.27,52.7,19,5.5,9,0,56.1,11.97,43.7,2.26,1,0,22.236286919831223,1,24.2,1
STU_0304,overachiever,6.26,86.3,50,0.9,28,28,87.7,54.06,88.5,5.31,0,1,13.569182389937108,0,98.0,1
STU_0305,consistent,5.58,74.8,34,1.1,22,13,86.7,41.72,76.0,2.59,0,1,13.169014084507042,0,63.12857142857143,1
STU_0306,struggling,0.54,38.2,19,7.7,9,0,43.5,2.08,32.3,-6.89,1,0,59.6875,1,24.2,0
STU_0307,overachiever,5.0,79.8,47,0.7,28,23,91.6,39.88,67.7,3.37,1,1,15.647058823529413,0,90.24285714285713,1
STU_0308,overachiever,5.0,83.2,44,1.1,29,30,90.9,41.6,65.9,0.42,0,1,16.31372549019608,0,96.34285714285714,1
STU_0309,overachiever,6.64,91.6,50,0.9,30,20,83.0,60.79,78.0,3.52,0,1,13.590504451038576,0,91.42857142857143,1
STU_0310,consistent,4.06,68.2,45,2.2,24,12,65.2,27.72,63.5,5.37,0,1,16.394230769230774,0,72.85714285714286,1
STU_0311,overachiever,5.24,82.4,46,1.2,25,26,100.0,43.15,81.4,1.86,1,1,15.430711610486894,0,89.65714285714286,1
STU_0312,struggling,1.84,46.8,16,4.9,3,3,40.2,8.64,34.8,-4.67,1,0,24.12371134020618,0,19.014285714285716,0
STU_0313,overachiever,6.03,93.9,46,0.7,30,24,85.7,56.61,75.9,-1.88,1,1,15.318107667210441,0,92.51428571428572,0
STU_0314,struggling,1.73,54.5,24,4.2,10,3,50.2,9.42,41.6,-8.56,1,0,29.78142076502732,0,32.41428571428571,0
STU_0315,overachiever,8.32,94.2,48,0.6,28,24,85.6,78.37,85.0,-2.63,1,1,11.187648456057008,0,92.11428571428571,0
STU_0316,struggling,1.42,30.3,11,4.4,4,1,29.3,4.31,20.9,-12.79,1,0,19.93421052631579,0,13.871428571428572,0
STU_0317,consistent,3.84,76.9,35,2.0,19,16,81.0,29.54,63.2,6.64,0,1,19.51776649746193,0,64.14285714285714,1
STU_0318,consistent,4.14,61.6,37,2.1,21,11,76.4,25.52,56.1,5.16,0,1,14.528301886792455,0,62.385714285714286,1
STU_0319,consistent,4.26,76.3,37,1.2,22,7,73.7,32.47,71.1,-2.92,0,1,17.5,0,59.1,0
STU_0320,consistent,3.19,69.8,49,2.5,17,10,72.6,22.29,54.2,6.49,0,1,21.215805471124618,0,66.91428571428571,1
STU_0321,struggling,0.52,65.0,7,3.0,8,1,41.0,3.36,39.3,-8.58,1,0,104.83870967741936,0,14.67142857142857,0
STU_0322,overachiever,6.9,84.3,50,0.8,24,25,100.0,58.14,83.7,2.48,1,1,12.042857142857143,0,90.78571428571429,1
STU_0323,consistent,5.02,52.8,43,0.0,26,9,72.3,26.54,49.8,4.41,0,1,10.312500000000002,0,70.04285714285714,1
STU_0324,struggling,2.3,19.2,5,5.4,4,0,60.0,4.42,30.6,-0.39,1,0,8.0,1,8.0,0
STU_0325,struggling,2.12,27.1,26,5.5,15,0,43.2,5.73,27.8,-5.59,1,0,12.207207207207206,1,35.8,0
STU_0326,struggling,0.5,41.4,14,4.7,6,2,46.9,2.07,26.2,-6.67,1,0,69.0,0,19.34285714285714,0
STU_0327,struggling,0.5,54.3,22,5.1,14,2,37.7,2.72,35.8,-4.89,1,0,90.5,1,33.74285714285715,0
STU_0328,struggling,1.6,49.9,10,3.8,7,2,27.4,7.99,22.7,-8.67,1,0,29.352941176470583,0,17.142857142857142,0
STU_0329,struggling,1.55,24.5,9,3.6,8,3,49.9,3.79,29.0,2.91,1,0,14.848484848484848,0,18.41428571428571,1
STU_0330,struggling,1.84,42.4,20,4.5,11,1,31.7,7.78,28.8,-4.0,1,0,21.85567010309278,0,28.071428571428573,0
STU_0331,struggling,2.05,30.5,8,6.6,8,2,18.8,6.25,24.7,-4.54,1,0,14.186046511627907,1,16.542857142857144,0
STU_0332,overachiever,7.11,95.4,46,1.4,26,26,93.9,67.8,93.5,-3.93,0,1,13.231622746185854,0,90.65714285714286,0
STU_0333,struggling,2.4,49.2,10,2.9,7,2,25.0,11.82,34.7,0.02,1,0,19.68,0,17.142857142857142,1
STU_0334,overachiever,6.23,90.6,46,1.4,27,20,89.5,56.43,78.9,4.97,0,1,14.312796208530804,0,85.22857142857143,1
STU_0335,overachiever,7.13,85.0,48,1.5,26,24,94.2,60.56,83.2,8.66,0,1,11.756569847856156,0,90.11428571428571,1
STU_0336,struggling,1.25,31.3,17,5.5,4,3,49.3,3.9,30.3,-4.43,1,0,23.185185185185183,1,20.814285714285717,0
STU_0337,overachiever,6.82,82.9,49,1.8,27,23,94.8,56.58,88.5,-1.36,1,1,11.979768786127169,0,90.84285714285714,0
STU_0338,overachiever,5.42,89.5,47,2.1,30,25,87.7,48.54,76.9,5.65,1,1,16.21376811594203,0,94.38571428571429,1
STU_0339,consistent,4.29,81.1,38,1.3,22,6,80.6,34.78,69.7,7.99,0,1,18.47380410022779,0,58.82857142857143,1
STU_0340,consistent,4.34,75.4,31,0.9,15,16,82.2,32.72,63.2,14.73,0,1,16.981981981981985,0,56.94285714285714,1
STU_0341,consistent,4.17,69.4,30,3.4,20,14,91.2,28.95,60.3,2.01,0,1,16.252927400468387,0,59.0,1
STU_0342,struggling,2.1,30.1,2,5.2,9,1,44.5,6.31,28.5,-5.11,1,0,13.681818181818182,1,11.67142857142857,0
STU_0343,consistent,4.38,81.8,40,1.8,24,12,79.0,35.85,60.8,1.3,0,1,18.258928571428573,0,68.85714285714286,1
STU_0344,struggling,1.09,43.9,25,4.3,3,2,26.7,4.79,37.5,-3.17,1,0,36.890756302521005,0,25.142857142857142,0
STU_0345,struggling,1.67,20.5,17,4.2,7,1,17.9,3.43,23.6,-7.19,1,0,11.581920903954803,0,21.67142857142857,0
STU_0346,consistent,2.58,79.7,29,1.0,21,11,63.4,20.59,53.3,1.87,0,0,29.738805970149254,0,55.98571428571428,1
STU_0347,consistent,3.69,77.9,34,2.3,20,8,83.9,28.76,63.1,4.39,0,1,20.554089709762533,0,55.77142857142857,1
STU_0348,overachiever,6.51,85.7,46,1.3,25,18,87.0,55.77,69.7,3.46,1,1,12.965204236006054,0,81.08571428571429,1
STU_0349,consistent,4.03,55.3,43,2.6,23,8,72.0,22.28,53.1,1.21,0,0,13.389830508474576,0,65.97142857142856,1
STU_0350,consistent,3.89,79.1,43,1.9,20,17,83.2,30.8,61.0,8.59,0,1,19.82456140350877,0,72.61428571428571,1
STU_0351,consistent,4.95,79.8,38,1.6,17,8,88.3,39.47,67.4,8.71,0,1,15.801980198019802,0,55.97142857142857,1
STU_0352,consistent,3.78,71.6,35,1.2,27,8,89.5,27.06,68.7,3.54,0,1,18.45360824742268,0,63.57142857142857,1
STU_0353,struggling,1.13,45.9,25,3.3,9,0,30.6,5.2,32.0,-6.17,1,0,37.3170731707317,0,29.0,0
STU_0354,consistent,3.57,72.4,33,2.0,21,14,83.8,25.84,55.9,8.01,0,1,19.727520435967303,0,62.400000000000006,1
STU_0355,struggling,0.53,41.9,6,2.8,14,3,26.1,2.21,25.3,-8.6,1,0,66.5079365079365,0,22.014285714285712,0
STU_0356,struggling,1.4,49.4,17,4.8,3,3,28.1,6.92,29.7,0.54,1,0,32.93333333333333,0,19.814285714285717,1
STU_0357,overachiever,5.86,74.6,45,1.7,29,25,99.0,43.74,75.0,1.63,0,1,12.516778523489933,0,91.78571428571429,1
STU_0358,struggling,2.63,36.1,25,2.9,7,0,42.0,9.5,34.5,-0.97,1,0,13.223443223443224,0,27.0,0
STU_0359,struggling,0.88,15.0,15,6.4,13,0,22.8,1.32,13.4,-1.74,1,0,15.306122448979592,1,25.0,0
STU_0360,overachiever,5.56,89.2,49,2.0,29,24,96.4,49.57,79.1,0.29,0,1,15.759717314487634,0,93.91428571428571,1
STU_0361,overachiever,6.22,82.6,48,1.8,24,22,89.0,51.38,80.3,2.29,1,1,13.069620253164556,0,85.97142857142856,1
STU_0362,overachiever,6.28,79.0,48,0.8,29,21,100.0,49.61,73.7,3.89,0,1,12.382445141065832,0,89.9,1
STU_0363,overachiever,5.91,100.0,47,1.6,28,25,89.0,59.15,72.0,-1.45,1,1,16.638935108153078,0,92.38571428571429,0
STU_0364,consistent,4.28,75.9,42,2.2,26,14,84.0,32.46,59.0,9.09,0,1,17.328767123287673,0,74.6,1
STU_0365,struggling,0.5,44.3,3,5.1,12,1,28.7,2.21,21.3,-6.28,1,0,73.83333333333333,1,15.471428571428572,0
STU_0366,consistent,2.42,82.5,27,2.0,21,18,63.4,19.96,57.2,2.41,0,1,32.73809523809524,0,61.885714285714286,1
STU_0367,overachiever,8.41,90.6,46,0.4,27,21,88.2,76.25,84.5,-0.95,1,1,10.646298472385428,0,86.30000000000001,0
STU_0368,consistent,4.94,72.9,36,0.7,20,18,79.5,36.01,74.0,1.29,0,1,14.464285714285715,0,68.08571428571429,1
STU_0369,consistent,3.38,72.4,49,2.6,17,7,86.9,24.44,45.6,2.57,0,1,20.804597701149426,0,63.7,1
STU_0370,consistent,4.7,74.7,45,3.8,18,12,73.8,35.1,69.2,2.18,0,1,15.562500000000002,0,66.85714285714286,1
STU_0371,consistent,3.92,78.9,35,2.1,22,7,83.7,30.91,65.0,9.39,0,1,19.626865671641795,0,57.5,1
STU_0372,struggling,1.73,50.1,17,6.2,6,3,30.2,8.67,38.6,-6.74,1,0,27.37704918032787,1,22.814285714285717,0
STU_0373,overachiever,5.27,87.0,45,1.3,24,22,90.2,45.84,72.4,0.78,0,1,16.201117318435756,0,83.57142857142857,1
STU_0374,struggling,2.42,37.3,21,5.1,8,0,48.7,9.02,41.4,-4.34,1,0,14.8015873015873,1,24.8,0
STU_0375,consistent,4.81,82.7,43,2.6,20,8,78.7,39.81,62.6,8.64,0,1,16.84317718940937,0,62.97142857142857,1
STU_0376,struggling,1.36,42.8,24,3.8,3,4,53.7,5.82,31.4,-4.73,1,0,29.31506849315068,0,26.485714285714284,0
STU_0377,consistent,3.07,58.2,40,1.5,25,18,93.5,17.88,50.9,5.41,0,0,18.3596214511041,0,76.28571428571429,1
STU_0378,consistent,4.86,87.7,39,1.7,23,15,79.6,42.6,70.4,6.86,0,1,17.681451612903228,0,70.27142857142857,1
STU_0379,overachiever,6.4,95.7,39,0.9,27,15,88.2,61.23,88.1,3.58,1,1,14.723076923076924,0,74.27142857142857,1
STU_0380,struggling,0.5,41.3,24,4.9,7,1,23.6,2.07,19.7,-4.46,1,0,68.83333333333333,0,27.271428571428572,0
STU_0381,consistent,3.61,65.3,38,2.4,22,19,79.9,23.6,54.9,5.84,0,1,17.6010781671159,0,72.75714285714285,1
STU_0382,consistent,3.92,63.9,32,3.5,24,5,78.7,25.07,70.2,7.68,0,1,15.895522388059703,0,54.957142857142856,1
STU_0383,overachiever,7.38,77.0,38,1.5,25,20,93.2,56.84,74.1,-0.38,0,1,10.294117647058824,0,76.82857142857142,0
STU_0384,consistent,4.4,50.0,34,1.1,20,15,77.9,21.98,43.9,5.14,0,1,11.11111111111111,0,63.27142857142857,1
STU_0385,consistent,3.73,58.6,46,2.7,28,7,95.9,21.84,55.8,12.53,0,1,15.300261096605745,0,72.30000000000001,1
STU_0386,consistent,5.5,79.2,41,2.0,26,9,67.4,43.52,69.7,0.31,0,1,14.142857142857144,0,68.44285714285715,1
STU_0387,struggling,1.44,58.1,17,7.0,7,0,47.9,8.37,35.0,-9.15,1,0,37.72727272727273,1,20.6,0
STU_0388,consistent,4.13,95.0,42,2.0,22,12,88.6,39.25,66.8,5.7,0,1,22.458628841607567,0,68.45714285714286,1
STU_0389,struggling,0.97,37.1,2,3.6,12,0,30.4,3.6,18.6,-9.66,1,0,34.67289719626168,0,13.6,0
STU_0390,struggling,0.72,51.2,13,4.2,5,0,18.7,3.66,26.6,-5.8,1,0,62.43902439024391,0,15.4,0
STU_0391,overachiever,5.44,73.1,47,1.2,25,27,95.9,39.81,77.9,0.63,0,1,13.19494584837545,0,91.52857142857142,1
STU_0392,struggling,0.92,48.2,13,6.8,8,1,29.7,4.45,23.3,-1.56,1,0,47.254901960784316,1,19.47142857142857,0
STU_0393,consistent,3.21,67.1,37,0.9,24,6,72.2,21.55,46.1,3.11,0,1,20.271903323262837,0,60.02857142857143,1
STU_0394,consistent,3.09,66.1,49,2.0,22,17,80.8,20.42,49.7,3.81,0,1,20.721003134796238,0,79.41428571428571,1
STU_0395,struggling,1.49,38.7,24,3.4,14,1,25.8,5.75,31.1,1.1,1,0,24.339622641509436,0,34.27142857142857,1
STU_0396,struggling,2.26,59.2,18,7.3,3,3,32.6,13.38,30.2,-3.49,1,0,25.08474576271187,1,20.614285714285714,0
STU_0397,struggling,1.04,40.3,14,2.6,7,0,23.7,4.2,25.3,-4.75,1,0,35.35087719298245,0,18.200000000000003,0
STU_0398,consistent,3.52,78.2,43,2.5,22,16,76.7,27.5,62.9,10.58,0,1,21.602209944751383,0,73.54285714285714,1
STU_0399,struggling,1.13,40.4,9,5.3,7,0,14.1,4.57,24.2,-1.02,1,0,32.84552845528455,1,14.2,0
STU_0400,consistent,4.06,85.5,34,1.9,23,13,87.1,34.75,73.4,3.78,0,1,20.55288461538462,0,64.12857142857143,1
STU_0401,consistent,4.12,80.9,43,2.7,20,15,82.6,33.28,58.5,2.3,0,1,19.170616113744078,0,70.47142857142856,1
STU_0402,overachiever,7.11,91.6,50,1.9,26,21,93.8,65.12,83.5,3.62,0,1,12.704576976421636,0,88.5,1
STU_0403,struggling,1.43,32.4,21,4.9,14,0,18.3,4.62,22.5,-4.2,1,0,21.176470588235293,0,30.8,0
STU_0404,struggling,2.46,27.0,25,6.4,5,2,24.2,6.63,21.2,-3.69,1,0,10.546875,1,27.142857142857142,0
STU_0405,overachiever,6.4,94.8,44,1.2,29,22,97.0,60.64,75.3,0.98,1,1,14.584615384615384,0,87.77142857142857,1
STU_0406,struggling,1.35,54.1,19,2.0,8,0,37.4,7.32,36.2,-5.48,1,0,37.310344827586206,0,23.2,0
STU_0407,consistent,4.92,78.0,47,2.2,18,5,70.7,38.36,68.3,8.57,0,1,15.537848605577691,0,60.957142857142856,1
STU_0408,struggling,0.76,47.6,8,4.5,6,0,39.6,3.61,32.3,1.6,1,0,55.34883720930233,0,12.4,1
